latitude,longitude,display_name,language_code,primary_type
37.1639774,-3.6081700999999997,HLA Hospital Universitario Inmaculada,es,hospital
37.181094699999996,-3.6027921,Hospital San Rafael,es,hospital
37.1750501,-3.6074157000000002,Adeslas Medical Center,en,hospital
37.1811035,-3.6027723,Hospital San Juan De Dios,en,hospital
37.1668777,-3.6040228,Clinica SENT,es,hospital
37.1840258,-3.6066898000000003,Umivale Activa Granada,es,hospital
37.1608285,-3.5994859,C.P.E. Zaidin,es,hospital
37.1645435,-3.5997831,Vitasthetic | Clínica de Medicina Estética en Granada,es,hospital
37.17213110000001,-3.6026965000000004,Dra. Alicia Gómez Leyva,es,hospital
37.1699554,-3.6025000999999994,Clínicas MD Sthetic,es,hospital
37.176414199999996,-3.6044117,Teryos Medicina Clínica Funcional (Biotronic Salud),es,hospital
37.168892,-3.6038116000000002,"Centro Médico de Traumatologia y Fisioterapia, Dra. Lucía Martín Romero",es,hospital
37.1791301,-3.606808499999999,Unidad Medica de Valoración de Incapacidades,en,hospital
37.171489799999996,-3.605774,Granada Clinic,es,hospital
37.169542199999995,-3.5996595,Mar Lesser Salud & Belleza,es,hospital
37.1724992,-3.6031752000000004,Dr. Revelles Rubio Clínica de Medicina Estética,es,hospital
37.1700588,-3.6071047,VARIcentro Granada,es,hospital
37.165932999999995,-3.6016033,PERSONALUM,es,hospital
37.1852411,-3.6056211000000005,Clínica Regenia,es,hospital
37.173139,-3.598801,Clínica Médico Estética Silvia Funes,es,hospital
